symbol,name,fullname,-,-
000899,赣能股份,江西赣能股份有限公司,B,-
000900,现代投资,现代投资股份有限公司,B,*
000901,航天科技,航天科技控股集团股份有限公司,B,*
000902,新洋丰,新洋丰农业科技股份有限公司,A,*
000903,云内动力,昆明云内动力股份有限公司,B,*
000905,厦门港务,厦门港务发展股份有限公司,B,*
000906,浙商中拓,浙商中拓集团股份有限公司,A,*
000908,景峰医药,湖南景峰医药股份有限公司,C,*
000909,数源科技,数源科技股份有限公司,B,*
000910,大亚圣象,大亚圣象家居股份有限公司,B,*
000911,南宁糖业,南宁糖业股份有限公司,B,*
000912,泸天化,四川泸天化股份有限公司,B,*
000913,钱江摩托,浙江钱江摩托股份有限公司,B,*
000915,华特达因,山东华特达因健康股份有限公司,A,-
000917,电广传媒,湖南电广传媒股份有限公司,B,*
000918,嘉凯城,嘉凯城集团股份有限公司,B,*
000919,金陵药业,金陵药业股份有限公司,B,*
000920,南方汇通,南方汇通股份有限公司,B,*
000921,海信家电,海信家电集团股份有限公司,B,*
000922,佳电股份,哈尔滨电气集团佳木斯电机股份有限公司,B,*
000923,河钢资源,河钢资源股份有限公司,B,*
000925,众合科技,浙江众合科技股份有限公司,B,*
000926,福星股份,湖北福星科技股份有限公司,B,*
000927,中国铁物,中国铁路物资股份有限公司,B,*
000928,中钢国际,中钢国际工程技术股份有限公司,B,*
000929,兰州黄河,兰州黄河企业股份有限公司,B,*
000930,中粮科技,中粮生物科技股份有限公司,C,*
000931,中关村,北京中关村科技发展(控股)股份有限公司,B,*
000932,华菱钢铁,湖南华菱钢铁股份有限公司,A,*
000933,神火股份,河南神火煤电股份有限公司,B,*
000935,四川双马,四川双马水泥股份有限公司,B,*
000936,华西股份,江苏华西村股份有限公司,B,*
000937,冀中能源,冀中能源股份有限公司,B,*
000938,紫光股份,紫光股份有限公司,B,*
000948,南天信息,云南南天电子信息产业股份有限公司,B,*
000949,新乡化纤,新乡化纤股份有限公司,B,*
000950,重药控股,重药控股股份有限公司,B,*
000951,中国重汽,中国重汽集团济南卡车股份有限公司,B,*
000952,广济药业,湖北广济药业股份有限公司,C,*
